Year,Commodity,Data Item,Value
1993,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2008
1992,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2567
1991,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2444
1990,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",1985
1989,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2426
1988,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2445
1987,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2337
1986,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2408
1985,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2810
1984,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2883
1983,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2399
1982,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2693
1981,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2675
1980,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",1645
2022,POTATOES,POTATOES - ACRES HARVESTED,902200
2021,POTATOES,POTATOES - ACRES HARVESTED,935700
2020,POTATOES,POTATOES - ACRES HARVESTED,911700
2019,POTATOES,POTATOES - ACRES HARVESTED,937300
2018,POTATOES,POTATOES - ACRES HARVESTED,1014800
2017,POTATOES,POTATOES - ACRES HARVESTED,1044500
2016,POTATOES,POTATOES - ACRES HARVESTED,1037700
2015,POTATOES,POTATOES - ACRES HARVESTED,1070900
2014,POTATOES,POTATOES - ACRES HARVESTED,1064700
2013,POTATOES,POTATOES - ACRES HARVESTED,1060900
2012,POTATOES,POTATOES - ACRES HARVESTED,1138500
2011,POTATOES,POTATOES - ACRES HARVESTED,1078500
2010,POTATOES,POTATOES - ACRES HARVESTED,1008900
2009,POTATOES,POTATOES - ACRES HARVESTED,1044000
2008,POTATOES,POTATOES - ACRES HARVESTED,1046900
2007,POTATOES,POTATOES - ACRES HARVESTED,1122200
2006,POTATOES,POTATOES - ACRES HARVESTED,1120200
2005,POTATOES,POTATOES - ACRES HARVESTED,1086200
2004,POTATOES,POTATOES - ACRES HARVESTED,1166000
2003,POTATOES,POTATOES - ACRES HARVESTED,1249600
2002,POTATOES,POTATOES - ACRES HARVESTED,1265900
2001,POTATOES,POTATOES - ACRES HARVESTED,1220900
2000,POTATOES,POTATOES - ACRES HARVESTED,1347500
1999,POTATOES,POTATOES - ACRES HARVESTED,1331800
1998,POTATOES,POTATOES - ACRES HARVESTED,1386900
1997,POTATOES,POTATOES - ACRES HARVESTED,1353600
1996,POTATOES,POTATOES - ACRES HARVESTED,1425900
1995,POTATOES,POTATOES - ACRES HARVESTED,1376100
1994,POTATOES,POTATOES - ACRES HARVESTED,1385100
1993,POTATOES,POTATOES - ACRES HARVESTED,1321200
1992,POTATOES,POTATOES - ACRES HARVESTED,1315000
1991,POTATOES,POTATOES - ACRES HARVESTED,1374400
1990,POTATOES,POTATOES - ACRES HARVESTED,1370600
1989,POTATOES,POTATOES - ACRES HARVESTED,1281500
1988,POTATOES,POTATOES - ACRES HARVESTED,1259300
1987,POTATOES,POTATOES - ACRES HARVESTED,1293400
1986,POTATOES,POTATOES - ACRES HARVESTED,1220200
1985,POTATOES,POTATOES - ACRES HARVESTED,1358700
1984,POTATOES,POTATOES - ACRES HARVESTED,1297800
1983,POTATOES,POTATOES - ACRES HARVESTED,1241500
1982,POTATOES,POTATOES - ACRES HARVESTED,1266900
1981,POTATOES,POTATOES - ACRES HARVESTED,1232400
1980,POTATOES,POTATOES - ACRES HARVESTED,1147800
2022,POTATOES,POTATOES - ACRES PLANTED,910000
2021,POTATOES,POTATOES - ACRES PLANTED,943000
2020,POTATOES,POTATOES - ACRES PLANTED,918500
2019,POTATOES,POTATOES - ACRES PLANTED,963300
2018,POTATOES,POTATOES - ACRES PLANTED,1026500
2017,POTATOES,POTATOES - ACRES PLANTED,1052600
2016,POTATOES,POTATOES - ACRES PLANTED,1056700
2015,POTATOES,POTATOES - ACRES PLANTED,1082900
2014,POTATOES,POTATOES - ACRES PLANTED,1076300
2013,POTATOES,POTATOES - ACRES PLANTED,1074000
2012,POTATOES,POTATOES - ACRES PLANTED,1154800
2011,POTATOES,POTATOES - ACRES PLANTED,1100700
2010,POTATOES,POTATOES - ACRES PLANTED,1026700
2009,POTATOES,POTATOES - ACRES PLANTED,1071200
2008,POTATOES,POTATOES - ACRES PLANTED,1059600
2007,POTATOES,POTATOES - ACRES PLANTED,1141900
2006,POTATOES,POTATOES - ACRES PLANTED,1139400
2005,POTATOES,POTATOES - ACRES PLANTED,1108400
2004,POTATOES,POTATOES - ACRES PLANTED,1192400
2003,POTATOES,POTATOES - ACRES PLANTED,1273600
2002,POTATOES,POTATOES - ACRES PLANTED,1299600
2001,POTATOES,POTATOES - ACRES PLANTED,1246900
2000,POTATOES,POTATOES - ACRES PLANTED,1383100
1999,POTATOES,POTATOES - ACRES PLANTED,1376100
1998,POTATOES,POTATOES - ACRES PLANTED,1415800
1997,POTATOES,POTATOES - ACRES PLANTED,1383500
1996,POTATOES,POTATOES - ACRES PLANTED,1454700
1995,POTATOES,POTATOES - ACRES PLANTED,1400700
1994,POTATOES,POTATOES - ACRES PLANTED,1421800
1993,POTATOES,POTATOES - ACRES PLANTED,1389900
1992,POTATOES,POTATOES - ACRES PLANTED,1339300
1991,POTATOES,POTATOES - ACRES PLANTED,1407500
1990,POTATOES,POTATOES - ACRES PLANTED,1399700
1989,POTATOES,POTATOES - ACRES PLANTED,1305000
1988,POTATOES,POTATOES - ACRES PLANTED,1284700
1987,POTATOES,POTATOES - ACRES PLANTED,1316600
1986,POTATOES,POTATOES - ACRES PLANTED,1256600
1985,POTATOES,POTATOES - ACRES PLANTED,1406700
1984,POTATOES,POTATOES - ACRES PLANTED,1333700
1983,POTATOES,POTATOES - ACRES PLANTED,1271100
1982,POTATOES,POTATOES - ACRES PLANTED,1302800
1981,POTATOES,POTATOES - ACRES PLANTED,1255300
1980,POTATOES,POTATOES - ACRES PLANTED,1175400
2021,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",409671000
2020,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",420020000
2019,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",424419000
2018,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",450020000
2017,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",450921000
2016,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",450324000
2015,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",448611000
2014,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",448693000
2013,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",438662000
2012,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",464970000
2011,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",430037000
2010,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",404549000
2009,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",432601000
2008,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",415055000
2007,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",444875000
2006,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",440698000
2005,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",423788000
2004,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",455806000
2003,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",458199000
2002,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",458171000
2001,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",437673000
2000,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",513544000
1999,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",478093000
1998,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",475667000
1997,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",467091000
1996,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",499254000
1995,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",445099000
1994,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",469425000
1993,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",430349000
1992,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",425367000
1991,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",417622000
1990,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",402110000
1989,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",370444000
1988,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",356438000
1987,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",389320000
1986,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",361743000
1985,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",406609000
1984,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",362039000
1983,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",333726000
1982,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",355131000
1981,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",340623000
1980,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",303905000
2021,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",438
2020,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",461
2019,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",453
2018,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",443
2017,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",432
2016,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",434
2015,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",419
2014,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",421
2013,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",413
2012,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",408
2011,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",399
2010,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",401
2009,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",414
2008,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",396
2007,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",396
2006,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",393
2005,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",390
2004,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",391
2003,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",367
2002,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",362
2001,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",358
2000,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",381
1999,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",359
1998,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",343
1997,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",345
1996,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",350
1995,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",323
1994,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",339
1993,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",326
1992,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",323
1991,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",304
1990,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",293
1989,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",289
1988,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",283
1987,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",301
1986,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",296
1985,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",299
1984,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",279
1983,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",269
1982,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",280
1981,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",276
1980,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",265
2022,RICE,RICE - ACRES HARVESTED,2308000
2021,RICE,RICE - ACRES HARVESTED,2488000
2020,RICE,RICE - ACRES HARVESTED,2986000
2019,RICE,RICE - ACRES HARVESTED,2477000
2018,RICE,RICE - ACRES HARVESTED,2910000
2017,RICE,RICE - ACRES HARVESTED,2374000
2016,RICE,RICE - ACRES HARVESTED,3097000
2015,RICE,RICE - ACRES HARVESTED,2584000
2014,RICE,RICE - ACRES HARVESTED,2933000
2013,RICE,RICE - ACRES HARVESTED,2463000
2012,RICE,RICE - ACRES HARVESTED,2679000
2011,RICE,RICE - ACRES HARVESTED,2617000
2010,RICE,RICE - ACRES HARVESTED,3615000
2009,RICE,RICE - ACRES HARVESTED,3103000
2008,RICE,RICE - ACRES HARVESTED,2976000
2007,RICE,RICE - ACRES HARVESTED,2748000
2006,RICE,RICE - ACRES HARVESTED,2821000
2005,RICE,RICE - ACRES HARVESTED,3364000
2004,RICE,RICE - ACRES HARVESTED,3325000
2003,RICE,RICE - ACRES HARVESTED,2997000
2002,RICE,RICE - ACRES HARVESTED,3207000
2001,RICE,RICE - ACRES HARVESTED,3314000
2000,RICE,RICE - ACRES HARVESTED,3039000
1999,RICE,RICE - ACRES HARVESTED,3512000
1998,RICE,RICE - ACRES HARVESTED,3257000
1997,RICE,RICE - ACRES HARVESTED,3103000
1996,RICE,RICE - ACRES HARVESTED,2804000
1995,RICE,RICE - ACRES HARVESTED,3093000
1994,RICE,RICE - ACRES HARVESTED,3316000
1993,RICE,RICE - ACRES HARVESTED,2833000
1992,RICE,RICE - ACRES HARVESTED,3132000
1991,RICE,RICE - ACRES HARVESTED,2781000
1990,RICE,RICE - ACRES HARVESTED,2823000
1989,RICE,RICE - ACRES HARVESTED,2687000
1988,RICE,RICE - ACRES HARVESTED,2900000
1987,RICE,RICE - ACRES HARVESTED,2333000
1986,RICE,RICE - ACRES HARVESTED,2360000
1985,RICE,RICE - ACRES HARVESTED,2492000
1984,RICE,RICE - ACRES HARVESTED,2802000
1983,RICE,RICE - ACRES HARVESTED,2169000
1982,RICE,RICE - ACRES HARVESTED,3262000
1981,RICE,RICE - ACRES HARVESTED,3792000
1980,RICE,RICE - ACRES HARVESTED,3312000
2022,RICE,RICE - ACRES PLANTED,2343000
2021,RICE,RICE - ACRES PLANTED,2532000
2020,RICE,RICE - ACRES PLANTED,3036000
2019,RICE,RICE - ACRES PLANTED,2550000
2018,RICE,RICE - ACRES PLANTED,2946000
2017,RICE,RICE - ACRES PLANTED,2463000
2016,RICE,RICE - ACRES PLANTED,3150000
2015,RICE,RICE - ACRES PLANTED,2625000
2014,RICE,RICE - ACRES PLANTED,2954000
2013,RICE,RICE - ACRES PLANTED,2490000
2012,RICE,RICE - ACRES PLANTED,2700000
2011,RICE,RICE - ACRES PLANTED,2689000
2010,RICE,RICE - ACRES PLANTED,3636000
2009,RICE,RICE - ACRES PLANTED,3135000
2008,RICE,RICE - ACRES PLANTED,2995000
2007,RICE,RICE - ACRES PLANTED,2761000
2006,RICE,RICE - ACRES PLANTED,2838000
2005,RICE,RICE - ACRES PLANTED,3384000
2004,RICE,RICE - ACRES PLANTED,3347000
2003,RICE,RICE - ACRES PLANTED,3022000
2002,RICE,RICE - ACRES PLANTED,3240000
2001,RICE,RICE - ACRES PLANTED,3334000
2000,RICE,RICE - ACRES PLANTED,3060000
1999,RICE,RICE - ACRES PLANTED,3531000
1998,RICE,RICE - ACRES PLANTED,3285000
1997,RICE,RICE - ACRES PLANTED,3125000
1996,RICE,RICE - ACRES PLANTED,2824000
1995,RICE,RICE - ACRES PLANTED,3121000
1994,RICE,RICE - ACRES PLANTED,3353000
1993,RICE,RICE - ACRES PLANTED,2920000
1992,RICE,RICE - ACRES PLANTED,3176000
1991,RICE,RICE - ACRES PLANTED,2884000
1990,RICE,RICE - ACRES PLANTED,2897000
1989,RICE,RICE - ACRES PLANTED,2731000
1988,RICE,RICE - ACRES PLANTED,2933000
1987,RICE,RICE - ACRES PLANTED,2356000
1986,RICE,RICE - ACRES PLANTED,2381000
1985,RICE,RICE - ACRES PLANTED,2512000
1984,RICE,RICE - ACRES PLANTED,2830000
1983,RICE,RICE - ACRES PLANTED,2190000
1982,RICE,RICE - ACRES PLANTED,3295000
1981,RICE,RICE - ACRES PLANTED,3827000
1980,RICE,RICE - ACRES PLANTED,3380000
2021,RICE,"RICE - PRODUCTION, MEASURED IN CWT",191796000
2020,RICE,"RICE - PRODUCTION, MEASURED IN CWT",227514000
2019,RICE,"RICE - PRODUCTION, MEASURED IN CWT",185104000
2018,RICE,"RICE - PRODUCTION, MEASURED IN CWT",223833000
2017,RICE,"RICE - PRODUCTION, MEASURED IN CWT",178228000
2016,RICE,"RICE - PRODUCTION, MEASURED IN CWT",224145000
2015,RICE,"RICE - PRODUCTION, MEASURED IN CWT",193080000
2014,RICE,"RICE - PRODUCTION, MEASURED IN CWT",222215000
2013,RICE,"RICE - PRODUCTION, MEASURED IN CWT",189500000
2012,RICE,"RICE - PRODUCTION, MEASURED IN CWT",199939000
2011,RICE,"RICE - PRODUCTION, MEASURED IN CWT",184941000
2010,RICE,"RICE - PRODUCTION, MEASURED IN CWT",243104000
2009,RICE,"RICE - PRODUCTION, MEASURED IN CWT",219850000
2008,RICE,"RICE - PRODUCTION, MEASURED IN CWT",203733000
2007,RICE,"RICE - PRODUCTION, MEASURED IN CWT",198388000
2006,RICE,"RICE - PRODUCTION, MEASURED IN CWT",194585000
2005,RICE,"RICE - PRODUCTION, MEASURED IN CWT",222833000
2004,RICE,"RICE - PRODUCTION, MEASURED IN CWT",232362000
2003,RICE,"RICE - PRODUCTION, MEASURED IN CWT",199897000
2002,RICE,"RICE - PRODUCTION, MEASURED IN CWT",210960000
2001,RICE,"RICE - PRODUCTION, MEASURED IN CWT",215270000
2000,RICE,"RICE - PRODUCTION, MEASURED IN CWT",190872000
1999,RICE,"RICE - PRODUCTION, MEASURED IN CWT",206027000
1998,RICE,"RICE - PRODUCTION, MEASURED IN CWT",184443000
1997,RICE,"RICE - PRODUCTION, MEASURED IN CWT",182992000
1996,RICE,"RICE - PRODUCTION, MEASURED IN CWT",171599000
1995,RICE,"RICE - PRODUCTION, MEASURED IN CWT",173871000
1994,RICE,"RICE - PRODUCTION, MEASURED IN CWT",197779000
1993,RICE,"RICE - PRODUCTION, MEASURED IN CWT",156110000
1992,RICE,"RICE - PRODUCTION, MEASURED IN CWT",179658000
1991,RICE,"RICE - PRODUCTION, MEASURED IN CWT",159367000
1990,RICE,"RICE - PRODUCTION, MEASURED IN CWT",156088000
1989,RICE,"RICE - PRODUCTION, MEASURED IN CWT",154487000
1988,RICE,"RICE - PRODUCTION, MEASURED IN CWT",159897000
1987,RICE,"RICE - PRODUCTION, MEASURED IN CWT",129603000
1986,RICE,"RICE - PRODUCTION, MEASURED IN CWT",133356000
1985,RICE,"RICE - PRODUCTION, MEASURED IN CWT",134913000
1984,RICE,"RICE - PRODUCTION, MEASURED IN CWT",138810000
1983,RICE,"RICE - PRODUCTION, MEASURED IN CWT",99720000
1982,RICE,"RICE - PRODUCTION, MEASURED IN CWT",153637000
1981,RICE,"RICE - PRODUCTION, MEASURED IN CWT",182742000
1980,RICE,"RICE - PRODUCTION, MEASURED IN CWT",146150000
2021,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7709
2020,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7619
2019,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7473
2018,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7692
2017,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7507
2016,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7237
2015,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7472
2014,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7576
2013,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7694
2012,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7463
2011,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7067
2010,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6725
2009,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7085
2008,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6846
2007,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",7219
2006,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6898
2005,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6624
2004,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6988
2003,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6670
2002,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6578
2001,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6496
2000,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6281
1999,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5866
1998,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5663
1997,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5897
1996,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",6120
1995,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5621
1994,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5964
1993,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5510
1992,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5736
1991,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5731
1990,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5529
1989,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5749
1988,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5514
1987,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5555
1986,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5651
1985,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",5414
1984,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",4954
1983,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",4598
1982,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",4710
1981,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",4819
1980,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",4413
2022,SORGHUM,SORGHUM - ACRES PLANTED,6305000
2021,SORGHUM,SORGHUM - ACRES PLANTED,7305000
2020,SORGHUM,SORGHUM - ACRES PLANTED,5880000
2019,SORGHUM,SORGHUM - ACRES PLANTED,5265000
2018,SORGHUM,SORGHUM - ACRES PLANTED,5690000
2017,SORGHUM,SORGHUM - ACRES PLANTED,5629000
2016,SORGHUM,SORGHUM - ACRES PLANTED,6690000
2015,SORGHUM,SORGHUM - ACRES PLANTED,8459000
2014,SORGHUM,SORGHUM - ACRES PLANTED,7138000
2013,SORGHUM,SORGHUM - ACRES PLANTED,8076000
2012,SORGHUM,SORGHUM - ACRES PLANTED,6259000
2011,SORGHUM,SORGHUM - ACRES PLANTED,5451000
2010,SORGHUM,SORGHUM - ACRES PLANTED,5369000
2009,SORGHUM,SORGHUM - ACRES PLANTED,6599000
2008,SORGHUM,SORGHUM - ACRES PLANTED,8404000
2007,SORGHUM,SORGHUM - ACRES PLANTED,7712000
2006,SORGHUM,SORGHUM - ACRES PLANTED,6522000
2005,SORGHUM,SORGHUM - ACRES PLANTED,6454000
2004,SORGHUM,SORGHUM - ACRES PLANTED,7486000
2003,SORGHUM,SORGHUM - ACRES PLANTED,9420000
2002,SORGHUM,SORGHUM - ACRES PLANTED,9589000
2001,SORGHUM,SORGHUM - ACRES PLANTED,10248000
2000,SORGHUM,SORGHUM - ACRES PLANTED,9195000
1999,SORGHUM,SORGHUM - ACRES PLANTED,9288000
1998,SORGHUM,SORGHUM - ACRES PLANTED,9626000
1997,SORGHUM,SORGHUM - ACRES PLANTED,10052000
1996,SORGHUM,SORGHUM - ACRES PLANTED,13097000
1995,SORGHUM,SORGHUM - ACRES PLANTED,9429000
1994,SORGHUM,SORGHUM - ACRES PLANTED,9787000
1993,SORGHUM,SORGHUM - ACRES PLANTED,9882000
1992,SORGHUM,SORGHUM - ACRES PLANTED,13177000
1991,SORGHUM,SORGHUM - ACRES PLANTED,11064000
1990,SORGHUM,SORGHUM - ACRES PLANTED,10535000
1989,SORGHUM,SORGHUM - ACRES PLANTED,12642000
1988,SORGHUM,SORGHUM - ACRES PLANTED,10343000
1987,SORGHUM,SORGHUM - ACRES PLANTED,11756000
1986,SORGHUM,SORGHUM - ACRES PLANTED,15339000
1985,SORGHUM,SORGHUM - ACRES PLANTED,18285000
1984,SORGHUM,SORGHUM - ACRES PLANTED,17254000
1983,SORGHUM,SORGHUM - ACRES PLANTED,11880000
1982,SORGHUM,SORGHUM - ACRES PLANTED,16028000
1981,SORGHUM,SORGHUM - ACRES PLANTED,15930000
1980,SORGHUM,SORGHUM - ACRES PLANTED,15639000
2022,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",5375000
2021,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",6490000
2020,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",5095000
2019,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",4675000
2018,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",5061000
2017,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",5044000
2016,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",6163000
2015,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",7851000
2014,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",6401000
2013,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",6585000
2012,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",4995000
2011,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",3945000
2010,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",4806000
